"KUMI_CD","LINE_CD","LINE_SUB_CD","KANRIBAN_CD","LINE_DATE","TYOKU_KBN","JIKANWARI_KBN","HINBAN_CD","PLAN_PRODUCT_CNT","PRODUCT_CNT","WORKING_HOURS","CYCLE_TIME","UPDATE_TIME"
"NH12","AS2610","A","M01","2024-03-01T00:00:00","2","01","30610ECB010","0","0","0","66",""
"NH12","AS2610","A","M01","2024-03-01T00:00:00","2","02","30610ECB010","50","50","0","66","2024-03-01T23:59:39.528000"
"NH12","AS2610","A","M01","2024-03-01T00:00:00","2","03","30610ECB010","54","54","0","66","2024-03-01T23:59:19.726000"
"NH12","AS2610","A","M01","2024-03-01T00:00:00","2","04","30610ECB010","44","44","0","66","2024-03-02T01:00:21.806000"
"NH12","AS2610","A","M01","2024-03-01T00:00:00","2","05","30610ECB010","54","54","0","66","2024-03-02T02:03:32.839000"
"NH12","AS2610","A","M01","2024-03-01T00:00:00","2","06","30610ECB010","0","0","0","66","2024-03-02T06:45:23.397000"
"NH12","AS2610","A","M01","2024-03-01T00:00:00","2","07","30610ECB010","50","50","0","66","2024-03-02T03:59:51.484000"
"NH12","AS2610","A","M01","2024-03-01T00:00:00","2","08","30610ECB010","53","53","0","66","2024-03-02T06:45:31.640000"
"NH12","AS2610","A","M01","2024-03-01T00:00:00","2","09","30610ECB010","45","45","0","66","2024-03-02T06:45:37.218000"
"NH12","AS2610","A","M01","2024-03-01T00:00:00","2","10","30610ECB010","40","40","0","66","2024-03-02T06:51:37.403000"
"NH12","AS2610","A","M01","2024-03-01T00:00:00","2","11","30610ECB010","0","0","0","66",""
"NH12","AS2610","A","M01","2024-03-01T00:00:00","2","12","30610ECB010","0","0","0","66",""
"NH12","AS2610","A","M01","2024-03-01T00:00:00","2","13","30610ECB010","0","0","0","66",""
"NH12","AS2610","A","M01","2024-03-02T00:00:00","2","01","30610ECB010","0","0","0","66",""
"NH12","AS2610","A","M01","2024-03-02T00:00:00","2","02","30610ECB010","50","0","0","66",""
"NH12","AS2610","A","M01","2024-03-02T00:00:00","2","03","30610ECB010","54","0","0","66",""
