"KUMI_CD","LINE_CD","LINE_SUB_CD","KANRIBAN_CD","LINE_DATE","TYOKU_KBN","JIKANWARI_KBN","HINBAN_CD","PLAN_PRODUCT_CNT","PRODUCT_CNT","WORKING_HOURS","CYCLE_TIME","UPDATE_TIME"
"NH11","AS2610","A","M01","2024-08-01T00:00:00","2","01","30610ECB010","0","0","0","78.4","2024-08-01T21:43:32.163000"
"NH11","AS2610","A","M01","2024-08-01T00:00:00","2","02","30610ECB010","42","42","0","78.4","2024-08-01T23:39:32.624000"
"NH11","AS2610","A","M01","2024-08-01T00:00:00","2","03","30610ECB010","45","45","0","78.4","2024-08-02T01:02:19.284000"
"NH11","AS2610","A","M01","2024-08-01T00:00:00","2","04","30610ECB010","38","38","0","78.4","2024-08-02T01:02:11.597000"
"NH11","AS2610","A","M01","2024-08-01T00:00:00","2","05","30610ECB010","45","45","0","78.4","2024-08-02T03:57:52.754000"
"NH11","AS2610","A","M01","2024-08-01T00:00:00","2","06","30610ECB010","0","0","0","78.4","2024-08-02T03:57:58.624000"
"NH11","AS2610","A","M01","2024-08-01T00:00:00","2","07","30610ECB010","42","42","0","78.4","2024-08-02T03:58:56.295000"
"NH11","AS2610","A","M01","2024-08-01T00:00:00","2","08","30610ECB010","45","45","0","78.4","2024-08-02T07:40:19.646000"
"NH11","AS2610","A","M01","2024-08-01T00:00:00","2","09","30610ECB010","38","38","0","78.4","2024-08-02T07:40:26.944000"
"NH11","AS2610","A","M01","2024-08-01T00:00:00","2","10","30610ECB010","37","37","0","78.4","2024-08-02T06:49:30.756000"
"NH11","AS2610","A","M01","2024-08-01T00:00:00","2","11","30610ECB010","38","38","0","78.4","2024-08-02T07:51:58.749000"
"NH11","AS2610","A","M01","2024-08-01T00:00:00","2","12","30610ECB010","15","15","0","78.4","2024-08-02T08:06:51.154000"
"NH11","AS2610","A","M01","2024-08-01T00:00:00","2","13","30610ECB010","0","0","0","78.4","2024-08-01T21:43:32.163000"
"NH11","AS2610","A","M01","2024-08-02T00:00:00","2","01","30610ECB010","0","0","0","78.4","2024-08-02T22:11:16.891000"
"NH11","AS2610","A","M01","2024-08-02T00:00:00","2","02","30610ECB010","42","42","0","78.4","2024-08-02T22:59:05.882000"
"NH11","AS2610","A","M01","2024-08-02T00:00:00","2","03","30610ECB010","45","45","0","78.4","2024-08-03T05:19:35.423000"
"NH11","AS2610","A","M01","2024-08-02T00:00:00","2","04","30610ECB010","38","38","0","78.4","2024-08-03T00:58:49.473000"
"NH11","AS2610","A","M01","2024-08-02T00:00:00","2","05","30610ECB010","45","45","0","78.4","2024-08-03T01:59:24.748000"
"NH11","AS2610","A","M01","2024-08-02T00:00:00","2","06","30610ECB010","0","0","0","78.4","2024-08-03T05:19:27.745000"
"NH11","AS2610","A","M01","2024-08-02T00:00:00","2","07","30610ECB010","42","42","0","78.4","2024-08-03T05:19:41.149000"
"NH11","AS2610","A","M01","2024-08-02T00:00:00","2","08","30610ECB010","45","45","0","78.4","2024-08-03T04:57:26.605000"
"NH11","AS2610","A","M01","2024-08-02T00:00:00","2","09","30610ECB010","38","38","0","78.4","2024-08-03T06:39:58.097000"
"NH11","AS2610","A","M01","2024-08-02T00:00:00","2","10","30610ECB010","33","33","0","78.4","2024-08-03T07:05:38.697000"
"NH11","AS2610","A","M01","2024-08-02T00:00:00","2","11","30610ECB010","0","0","0","78.4","2024-08-05T08:06:18.918000"
"NH11","AS2610","A","M01","2024-08-02T00:00:00","2","12","30610ECB010","0","0","0","78.4","2024-08-02T22:11:51.617000"
"NH11","AS2610","A","M01","2024-08-02T00:00:00","2","13","30610ECB010","0","0","0","78.4","2024-08-02T22:11:16.891000"
"NH11","AS2610","A","M01","2024-08-03T00:00:00","2","01","30610ECB010","0","0","0","66",""
"NH11","AS2610","A","M01","2024-08-03T00:00:00","2","02","30610ECB010","42","0","0","66",""
"NH11","AS2610","A","M01","2024-08-03T00:00:00","2","03","30610ECB010","45","0","0","66",""
"NH11","AS2610","A","M01","2024-08-03T00:00:00","2","04","30610ECB010","38","0","0","66",""
"NH11","AS2610","A","M01","2024-08-03T00:00:00","2","05","30610ECB010","45","0","0","66",""
"NH11","AS2610","A","M01","2024-08-03T00:00:00","2","06","30610ECB010","0","0","0","66",""
"NH11","AS2610","A","M01","2024-08-03T00:00:00","2","07","30610ECB010","42","0","0","66",""
"NH11","AS2610","A","M01","2024-08-03T00:00:00","2","08","30610ECB010","45","0","0","66",""
"NH11","AS2610","A","M01","2024-08-03T00:00:00","2","09","30610ECB010","38","0","0","66",""
"NH11","AS2610","A","M01","2024-08-03T00:00:00","2","10","30610ECB010","33","0","0","66",""
"NH11","AS2610","A","M01","2024-08-03T00:00:00","2","11","30610ECB010","0","0","0","66",""
"NH11","AS2610","A","M01","2024-08-03T00:00:00","2","12","30610ECB010","0","0","0","66",""
"NH11","AS2610","A","M01","2024-08-03T00:00:00","2","13","30610ECB010","0","0","0","66",""
"NH11","AS2610","A","M01","2024-08-04T00:00:00","1","01","30610ECB010","51","0","0","66",""
"NH11","AS2610","A","M01","2024-08-04T00:00:00","1","02","30610ECB010","54","0","0","66",""
"NH11","AS2610","A","M01","2024-08-04T00:00:00","1","03","30610ECB010","45","0","0","66",""
"NH11","AS2610","A","M01","2024-08-04T00:00:00","1","04","30610ECB010","55","0","0","66",""
"NH11","AS2610","A","M01","2024-08-04T00:00:00","1","05","30610ECB010","0","0","0","66",""
"NH11","AS2610","A","M01","2024-08-04T00:00:00","1","06","30610ECB010","41","0","0","66",""
"NH11","AS2610","A","M01","2024-08-04T00:00:00","1","07","30610ECB010","55","0","0","66",""
"NH11","AS2610","A","M01","2024-08-04T00:00:00","1","08","30610ECB010","45","0","0","66",""
"NH11","AS2610","A","M01","2024-08-04T00:00:00","1","09","30610ECB010","50","0","0","66",""
"NH11","AS2610","A","M01","2024-08-04T00:00:00","1","10","30610ECB010","0","0","0","66",""
"NH11","AS2610","A","M01","2024-08-04T00:00:00","1","11","30610ECB010","0","0","0","66",""
"NH11","AS2610","A","M01","2024-08-04T00:00:00","1","12","30610ECB010","0","0","0","66",""
"NH11","AS2610","A","M01","2024-08-04T00:00:00","1","13","30610ECB010","0","0","0","66",""
"NH11","AS2610","A","M01","2024-08-05T00:00:00","1","01","30610ECB010","0","0","0","78.4","2024-08-05T12:08:19.832000"
"NH11","AS2610","A","M01","2024-08-05T00:00:00","1","02","30610ECB010","0","0","0","78.4","2024-08-05T12:08:19.832000"
"NH11","AS2610","A","M01","2024-08-05T00:00:00","1","03","30610ECB010","38","38","0","78.4","2024-08-05T16:56:29.225000"
"NH11","AS2610","A","M01","2024-08-05T00:00:00","1","04","30610ECB010","45","45","0","78.4","2024-08-05T16:46:30.959000"
"NH11","AS2610","A","M01","2024-08-05T00:00:00","1","05","30610ECB010","0","0","0","78.4","2024-08-05T08:10:06.878000"
"NH11","AS2610","A","M01","2024-08-05T00:00:00","1","06","30610ECB010","34","34","0","78.4","2024-08-05T16:46:39.306000"
"NH11","AS2610","A","M01","2024-08-05T00:00:00","1","07","30610ECB010","45","45","0","78.4","2024-08-05T16:46:46.668000"
"NH11","AS2610","A","M01","2024-08-05T00:00:00","1","08","30610ECB010","38","38","0","78.4","2024-08-05T16:19:07.950000"
"NH11","AS2610","A","M01","2024-08-05T00:00:00","1","09","30610ECB010","41","41","0","78.4","2024-08-05T19:16:35.493000"
"NH11","AS2610","A","M01","2024-08-05T00:00:00","1","10","30610ECB010","0","0","0","78.4","2024-08-05T19:16:29.619000"
"NH11","AS2610","A","M01","2024-08-05T00:00:00","1","11","30610ECB010","0","0","0","78.4","2024-08-05T08:10:06.878000"
"NH11","AS2610","A","M01","2024-08-05T00:00:00","1","12","30610ECB010","0","0","0","78.4","2024-08-05T08:10:06.878000"
"NH11","AS2610","A","M01","2024-08-05T00:00:00","1","13","30610ECB010","0","0","0","78.4","2024-08-05T08:10:06.878000"
"NH11","AS2610","A","M01","2024-08-06T00:00:00","1","01","30610ECB010","42","42","0","78.4","2024-08-06T12:12:21.140000"
"NH11","AS2610","A","M01","2024-08-06T00:00:00","1","02","30610ECB010","45","45","0","78.4","2024-08-06T12:12:26.345000"
"NH11","AS2610","A","M01","2024-08-06T00:00:00","1","03","30610ECB010","38","38","0","78.4","2024-08-06T11:28:55.430000"
"NH11","AS2610","A","M01","2024-08-06T00:00:00","1","04","30610ECB010","45","16","0","78.4","2024-08-06T17:00:27.502000"
"NH11","AS2610","A","M01","2024-08-06T00:00:00","1","05","30610ECB010","0","0","0","78.4","2024-08-06T08:24:54.022000"
"NH11","AS2610","A","M01","2024-08-06T00:00:00","1","06","30610ECB010","34","34","0","78.4","2024-08-06T14:19:49.792000"
