"KUMI_CD","LINE_CD","LINE_SUB_CD","KANRIBAN_CD","LINE_DATE","TYOKU_KBN","JIKANWARI_KBN","HINBAN_CD","PLAN_PRODUCT_CNT","PRODUCT_CNT","WORKING_HOURS","CYCLE_TIME","UPDATE_TIME"
"NH11","AS2610","A","M01","2024-07-01T00:00:00","2","01","30610ECB010","0","0","0","65","2024-07-01T21:43:19.643000"
"NH11","AS2610","A","M01","2024-07-01T00:00:00","2","02","30610ECB010","51","51","0","65","2024-07-02T00:55:54.480000"
"NH11","AS2610","A","M01","2024-07-01T00:00:00","2","03","30610ECB010","54","54","0","65","2024-07-02T00:55:48.016000"
"NH11","AS2610","A","M01","2024-07-01T00:00:00","2","04","30610ECB010","45","45","0","65","2024-07-02T01:37:12.115000"
"NH11","AS2610","A","M01","2024-07-01T00:00:00","2","05","30610ECB010","55","37","0","65","2024-07-02T01:59:05.286000"
"NH11","AS2610","A","M01","2024-07-01T00:00:00","2","06","30610ECB010","0","0","0","65","2024-07-02T03:23:18.157000"
"NH11","AS2610","A","M01","2024-07-01T00:00:00","2","07","30610ECB010","51","51","0","65","2024-07-02T04:36:15.492000"
"NH11","AS2610","A","M01","2024-07-01T00:00:00","2","08","30610ECB010","54","54","0","65","2024-07-02T06:10:08.582000"
"NH11","AS2610","A","M01","2024-07-01T00:00:00","2","09","30610ECB010","45","45","0","65","2024-07-02T06:10:19.340000"
"NH11","AS2610","A","M01","2024-07-01T00:00:00","2","10","30610ECB010","41","40","0","65","2024-07-02T06:48:31.378000"
"NH11","AS2610","A","M01","2024-07-01T00:00:00","2","11","30610ECB010","0","0","0","65","2024-07-01T21:43:19.643000"
"NH11","AS2610","A","M01","2024-07-01T00:00:00","2","12","30610ECB010","0","0","0","65","2024-07-01T21:43:19.643000"
"NH11","AS2610","A","M01","2024-07-01T00:00:00","2","13","30610ECB010","0","0","0","65","2024-07-01T21:43:19.643000"
"NH11","AS2610","A","M01","2024-07-02T00:00:00","2","01","30610ECB010","0","0","0","65","2024-07-02T21:42:38.927000"
"NH11","AS2610","A","M01","2024-07-02T00:00:00","2","02","30610ECB010","51","51","0","65","2024-07-03T00:13:38.009000"
